WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR;H_CON_NBI_POR_NUMBER;NBI
"MULTIPOLYGON (((-58.4641919735423 -34.6252815722415,-58.4629380004865 -34.6249262872823,-58.4627729801562 -34.6248679756356,-58.4626993728128 -34.6250345306583,-58.4622680313262 -34.626000900933,-58.4627607132163 -34.6261728793725,-58.4637061251436 -34.6264071085622,-58.4637565592944 -34.6262934422966,-58.4641919735423 -34.6252815722415)))";;"3098";7_6_5;COMUNA 7;"6";"5";"899";"396";"503";"78,73%";"493";"492";"99,80%";"1";"0,20%";"414";"98";"23.67";"316";"76,33%";"23.67";23.670
"MULTIPOLYGON (((-58.4634744006537 -34.6271181907368,-58.4638295842793 -34.6272342482359,-58.4638840248083 -34.6272497412022,-58.4639683693653 -34.6272760792747,-58.4642159506299 -34.627345867545,-58.4647866845795 -34.6275256539342,-58.4648581648947 -34.6275463576163,-58.464858529729 -34.6275464681111,-58.464913029076 -34.6274229979284,-58.4649129429171 -34.6274229721781,-58.4651765225888 -34.626828510342,-58.4638378374546 -34.6264397141475,-58.4637061251436 -34.6264071085622,-58.4627607132163 -34.6261728793725,-58.4622680313262 -34.626000900933,-58.4621763618782 -34.6259689276532,-58.4611094742282 -34.6256055961533,-58.4608090648434 -34.6262139224669,-58.4607438023295 -34.6263459681855,-58.460818603099 -34.6263730125357,-58.4610248595137 -34.6264335105581,-58.461358738306 -34.626528095367,-58.4618913783463 -34.6266800066315,-58.4618993016989 -34.6266625413017,-58.4619690268235 -34.6266834430084,-58.461969076644 -34.6266834579433,-58.4620329730218 -34.6267179665238,-58.4622026823132 -34.6267668422329,-58.4625552216267 -34.6268691001533,-58.4627015026929 -34.6269079043729,-58.4633204513433 -34.627095444367,-58.4633316970455 -34.6270737534331,-58.4634003731581 -34.6270956035423,-58.4634005355471 -34.6270956552082,-58.4634744006537 -34.6271181907368)))";;"3099";7_6_6;COMUNA 7;"6";"6";"908";"414";"494";"83,81%";"435";"435";"100,00%";"0";"0,00%";"394";"13";"3.3";"381";"96,70%";"3.3";3.300
"MULTIPOLYGON (((-58.4634005355471 -34.6270956552082,-58.4634003731581 -34.6270956035423,-58.4633316970455 -34.6270737534331,-58.4633204513433 -34.627095444367,-58.4627015026929 -34.6269079043729,-58.4625552216267 -34.6268691001533,-58.4622026823132 -34.6267668422329,-58.4620329730218 -34.6267179665238,-58.461969076644 -34.6266834579433,-58.4619690268235 -34.6266834430084,-58.4618993016989 -34.6266625413017,-58.4618913783463 -34.6266800066315,-58.461358738306 -34.626528095367,-58.4610248595137 -34.6264335105581,-58.460818603099 -34.6263730125357,-58.4607438023295 -34.6263459681855,-58.4607314484376 -34.6263708984124,-58.460576981568 -34.6266825261337,-58.4605050731109 -34.6268125292757,-58.4606813414707 -34.6268737315805,-58.4617416837549 -34.6272050233592,-58.46191505725 -34.6272592517874,-58.4631756213646 -34.6276479285113,-58.4633871648723 -34.6277131409752,-58.4646442479344 -34.6280287014543,-58.4648581648947 -34.6275463576163,-58.4647866845795 -34.6275256539342,-58.4642159506299 -34.627345867545,-58.4639683693653 -34.6272760792747,-58.4638840248083 -34.6272497412022,-58.4638295842793 -34.6272342482359,-58.4634744006537 -34.6271181907368,-58.4634005355471 -34.6270956552082)))";;"3100";7_6_7;COMUNA 7;"6";"7";"869";"390";"479";"81,42%";"499";"499";"100,00%";"0";"0,00%";"379";"2";"0.53";"377";"99,47%";"0.53";0.530
"MULTIPOLYGON (((-58.4646442479344 -34.6280287014543,-58.4633871648723 -34.6277131409752,-58.4631756213646 -34.6276479285113,-58.46191505725 -34.6272592517874,-58.4617416837549 -34.6272050233592,-58.4616754845374 -34.6273571406496,-58.461206971522 -34.6284156926904,-58.4613869073369 -34.6284729502096,-58.4627118968538 -34.6288497305166,-58.4632425094463 -34.6290014245487,-58.4635405325935 -34.6290872003875,-58.4641120435356 -34.6292517076738,-58.464168186535 -34.6291046598226,-58.4646442479344 -34.6280287014543)))";;"3101";7_6_8;COMUNA 7;"6";"8";"439";"202";"237";"85,23%";"239";"239";"100,00%";"0";"0,00%";"185";"1";"0.54";"184";"99,46%";"0.54";0.540
"MULTIPOLYGON (((-58.4617416837549 -34.6272050233592,-58.4606813414707 -34.6268737315805,-58.4605050731109 -34.6268125292757,-58.4604192768273 -34.6269676033867,-58.4598574618367 -34.6279555827691,-58.4600185671035 -34.6280163631165,-58.4609886974402 -34.6283463212891,-58.461206971522 -34.6284156926904,-58.4616754845374 -34.6273571406496,-58.4617416837549 -34.6272050233592)))";;"3102";7_6_9;COMUNA 7;"6";"9";"687";"282";"405";"69,63%";"352";"351";"99,72%";"1";"0,28%";"289";"22";"7.61";"267";"92,39%";"7.61";7.610
"MULTIPOLYGON (((-58.4697877545489 -34.6270098145915,-58.469333486978 -34.6280402975354,-58.470415346657 -34.6283548923997,-58.4706595285694 -34.6284240339693,-58.4711044134203 -34.6274250267384,-58.4714472477121 -34.6266551173761,-58.4715756921294 -34.6263695350099,-58.4704363436878 -34.6260161498537,-58.4702512952103 -34.6259582017278,-58.4697877545489 -34.6270098145915)))";;"3103";7_7_1;COMUNA 7;"7";"1";"641";"285";"356";"80,06%";"314";"313";"99,68%";"1";"0,32%";"245";"3";"1.22";"242";"98,78%";"1.22";1.220
"MULTIPOLYGON (((-58.4680219339969 -34.6288810239231,-58.4674569793235 -34.6287380142867,-58.4660752298532 -34.628388189416,-58.465519871528 -34.6296516966579,-58.4669095635261 -34.6300096263348,-58.467081497309 -34.63005384711,-58.4674445354182 -34.6301458788573,-58.4680219339969 -34.6288810239231)))";;"3104";7_7_10;COMUNA 7;"7";"10";"789";"354";"435";"81,38%";"430";"430";"100,00%";"0";"0,00%";"355";"3";"0.85";"352";"99,15%";"0.85";0.850
"MULTIPOLYGON (((-58.4660752298532 -34.628388189416,-58.4659004885316 -34.6283439672839,-58.4646442479344 -34.6280287014543,-58.464168186535 -34.6291046598226,-58.4641120435356 -34.6292517076738,-58.4653436794389 -34.6296062765476,-58.465519871528 -34.6296516966579,-58.4660752298532 -34.628388189416)))";;"3105";7_7_11;COMUNA 7;"7";"11";"613";"244";"369";"66,12%";"354";"354";"100,00%";"0";"0,00%";"282";"0";"0";"282";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.4702512952103 -34.6259582017278,-58.4688678700319 -34.625524884455,-58.4684070404286 -34.6265743088375,-58.4685801614155 -34.6266293024839,-58.4697877545489 -34.6270098145915,-58.4702512952103 -34.6259582017278)))";;"3106";7_7_2;COMUNA 7;"7";"2";"586";"268";"318";"84,28%";"239";"237";"99,16%";"2";"0,84%";"204";"2";"0.98";"202";"99,02%";"0.98";0.980
"MULTIPOLYGON (((-58.4688678700319 -34.625524884455,-58.4677323782063 -34.6251692201989,-58.4675249270972 -34.6251045784812,-58.4670674904461 -34.6261489975715,-58.4672646350592 -34.6262111051446,-58.4684070404286 -34.6265743088375,-58.4688678700319 -34.625524884455)))";;"3107";7_7_3;COMUNA 7;"7";"3";"958";"425";"533";"79,74%";"464";"464";"100,00%";"0";"0,00%";"409";"1";"0.24";"408";"99,76%";"0.24";0.240
"MULTIPOLYGON (((-58.4675249270972 -34.6251045784812,-58.4661152052222 -34.6246651744191,-58.4656640576013 -34.6257064190239,-58.4670674904461 -34.6261489975715,-58.4675249270972 -34.6251045784812)))";;"3108";7_7_4;COMUNA 7;"7";"4";"639";"301";"338";"89,05%";"287";"285";"99,30%";"2";"0,70%";"266";"51";"19.17";"215";"80,83%";"19.17";19.170
"MULTIPOLYGON (((-58.4670674904461 -34.6261489975715,-58.4656640576013 -34.6257064190239,-58.4652387111672 -34.6266882226098,-58.4651765225888 -34.626828510342,-58.4653321765385 -34.6268737903096,-58.4665854232912 -34.6272496146421,-58.4670674904461 -34.6261489975715)))";;"3109";7_7_5;COMUNA 7;"7";"5";"637";"302";"335";"90,15%";"292";"291";"99,66%";"1";"0,34%";"287";"113";"39.37";"174";"60,63%";"39.37";39.370
"MULTIPOLYGON (((-58.4697877545489 -34.6270098145915,-58.4685801614155 -34.6266293024839,-58.4684070404286 -34.6265743088375,-58.4672646350592 -34.6262111051446,-58.4670674904461 -34.6261489975715,-58.4665854232912 -34.6272496146421,-58.4667209722737 -34.6272902454283,-58.4679392993021 -34.6276395772022,-58.4690775497195 -34.6279658720535,-58.469333486978 -34.6280402975354,-58.4697877545489 -34.6270098145915)))";;"3110";7_7_6;COMUNA 7;"7";"6";"959";"455";"504";"90,28%";"451";"450";"99,78%";"1";"0,22%";"365";"22";"6.03";"343";"93,97%";"6.03";6.030
"MULTIPOLYGON (((-58.4649458320911 -34.6275493138802,-58.4653574199088 -34.6276714928383,-58.4657861336471 -34.627798599717,-58.4661999397187 -34.6279368326511,-58.4662644344911 -34.6279550708359,-58.4666587302668 -34.6280693767175,-58.4668816091706 -34.6281301275699,-58.4675542512936 -34.6283305319483,-58.4676273516674 -34.6283501071417,-58.467627824971 -34.6283502408459,-58.4677011337297 -34.6283709499117,-58.467873406106 -34.6284274939275,-58.4680459341591 -34.6284817136663,-58.4681584823332 -34.6285189634572,-58.4683328850007 -34.6285716333575,-58.4684126315832 -34.6285971938894,-58.4687933879125 -34.6287165456759,-58.4688721121215 -34.6287383030131,-58.4689359265438 -34.6287568919418,-58.4690080904522 -34.6287766072041,-58.4690643965122 -34.6286508254009,-58.469133408049 -34.6286705407538,-58.4698564126591 -34.6288805779634,-58.469845169341 -34.6289131149271,-58.4703721322247 -34.6290693557745,-58.4704378061731 -34.6289218818843,-58.4706595285694 -34.6284240339693,-58.470415346657 -34.6283548923997,-58.469333486978 -34.6280402975354,-58.4690775497195 -34.6279658720535,-58.4679392993021 -34.6276395772022,-58.4667209722737 -34.6272902454283,-58.4665854232912 -34.6272496146421,-58.4653321765385 -34.6268737903096,-58.4651765225888 -34.626828510342,-58.4649129429171 -34.6274229721781,-58.464913029076 -34.6274229979284,-58.464858529729 -34.6275464681111,-58.4649362906472 -34.6275700189812,-58.4649458320911 -34.6275493138802)))";;"3111";7_7_7;COMUNA 7;"7";"7";"665";"301";"364";"82,69%";"277";"275";"99,28%";"2";"0,73%";"248";"12";"4.84";"236";"95,16%";"4.84";4.840
"MULTIPOLYGON (((-58.4649458320911 -34.6275493138802,-58.4649362906472 -34.6275700189812,-58.464858529729 -34.6275464681111,-58.4648581648947 -34.6275463576163,-58.4646442479344 -34.6280287014543,-58.4659004885316 -34.6283439672839,-58.4660752298532 -34.628388189416,-58.4674569793235 -34.6287380142867,-58.4676273516674 -34.6283501071417,-58.4675542512936 -34.6283305319483,-58.4668816091706 -34.6281301275699,-58.4666587302668 -34.6280693767175,-58.4662644344911 -34.6279550708359,-58.4661999397187 -34.6279368326511,-58.4657861336471 -34.627798599717,-58.4653574199088 -34.6276714928383,-58.4649458320911 -34.6275493138802)))";;"3112";7_7_8;COMUNA 7;"7";"8";"506";"231";"275";"84,00%";"282";"282";"100,00%";"0";"0,00%";"220";"9";"4.09";"211";"95,91%";"4.09";4.090
"MULTIPOLYGON (((-58.4702094370163 -34.6294348006928,-58.4703177018923 -34.6291916168106,-58.4703721322247 -34.6290693557745,-58.469845169341 -34.6289131149271,-58.4698564126591 -34.6288805779634,-58.469133408049 -34.6286705407538,-58.4690643965122 -34.6286508254009,-58.4690080904522 -34.6287766072041,-58.4689359265438 -34.6287568919418,-58.4688721121215 -34.6287383030131,-58.4687933879125 -34.6287165456759,-58.4684126315832 -34.6285971938894,-58.4683328850007 -34.6285716333575,-58.4681584823332 -34.6285189634572,-58.4680459341591 -34.6284817136663,-58.467873406106 -34.6284274939275,-58.4677011337297 -34.6283709499117,-58.467627824971 -34.6283502408459,-58.4676273516674 -34.6283501071417,-58.4674569793235 -34.6287380142867,-58.4680219339969 -34.6288810239231,-58.4674445354182 -34.6301458788573,-58.4683036123636 -34.6303636665884,-58.469639651188 -34.6307070600452,-58.4702094370163 -34.6294348006928)))";;"3113";7_7_9;COMUNA 7;"7";"9";"936";"418";"518";"80,69%";"521";"521";"100,00%";"0";"0,00%";"410";"80";"19.51";"330";"80,49%";"19.51";19.510
"MULTIPOLYGON (((-58.469639651188 -34.6307070600452,-58.4683036123636 -34.6303636665884,-58.4676920494571 -34.6317471194319,-58.4687917601306 -34.6320897568673,-58.4689913059796 -34.6321553827115,-58.469639651188 -34.6307070600452)))";;"3114";7_8_1;COMUNA 7;"8";"1";"682";"295";"387";"76,23%";"404";"403";"99,75%";"1";"0,25%";"326";"24";"7.36";"302";"92,64%";"7.36";7.360
"MULTIPOLYGON (((-58.4663302680012 -34.6313240549379,-58.4657915049836 -34.6324984748656,-58.4671771596192 -34.6329249952365,-58.4676382098168 -34.6318688157957,-58.4676920494571 -34.6317471194319,-58.4683036123636 -34.6303636665884,-58.4674445354182 -34.6301458788573,-58.467081497309 -34.63005384711,-58.4669095635261 -34.6300096263348,-58.4668248832163 -34.6301598455142,-58.4663302680012 -34.6313240549379)))";;"3115";7_8_2;COMUNA 7;"8";"2";"879";"388";"491";"79,02%";"458";"456";"99,56%";"2";"0,44%";"356";"18";"5.06";"338";"94,94%";"5.06";5.060
"MULTIPOLYGON (((-58.4689913059796 -34.6321553827115,-58.4687917601306 -34.6320897568673,-58.4676920494571 -34.6317471194319,-58.4676382098168 -34.6318688157957,-58.4671771596192 -34.6329249952365,-58.4684847785926 -34.6332868535482,-58.4689913059796 -34.6321553827115)))";;"3116";7_8_3;COMUNA 7;"8";"3";"583";"239";"344";"69,48%";"311";"310";"99,68%";"1";"0,32%";"247";"2";"0.81";"245";"99,19%";"0.81";0.810
"MULTIPOLYGON (((-58.4705276100017 -34.632606858004,-58.4703870248068 -34.632579049126,-58.4691964755592 -34.6322227685508,-58.4689913059796 -34.6321553827115,-58.4684847785926 -34.6332868535482,-58.4700098554711 -34.6337554490468,-58.4711960855744 -34.6341199615986,-58.4712800764799 -34.6339316396906,-58.4717449155615 -34.6328868534636,-58.4706654687914 -34.632634173924,-58.4705276100017 -34.632606858004)))";;"3117";7_8_4;COMUNA 7;"8";"4";"821";"358";"463";"77,32%";"458";"457";"99,78%";"1";"0,22%";"358";"13";"3.63";"345";"96,37%";"3.63";3.630
"MULTIPOLYGON (((-58.4728742987558 -34.6331512098091,-58.4717449155615 -34.6328868534636,-58.4712800764799 -34.6339316396906,-58.4711960855744 -34.6341199615986,-58.470669728223 -34.6352998948046,-58.4696333608884 -34.6349771307032,-58.4694846761801 -34.6349317150484,-58.4690224385816 -34.6359748019828,-58.4702104843707 -34.6363292531431,-58.4713029364562 -34.6366551774409,-58.4717559507473 -34.6356449710597,-58.4722802512497 -34.6344758083955,-58.4728742987558 -34.6331512098091)))";;"3118";7_8_5;COMUNA 7;"8";"5";"1040";"485";"555";"87,39%";"471";"470";"99,79%";"1";"0,21%";"392";"20";"5.1";"372";"94,90%";"5.1";5.100
"MULTIPOLYGON (((-58.4700098554711 -34.6337554490468,-58.4684847785926 -34.6332868535482,-58.468396181735 -34.6334846811214,-58.467963244181 -34.634458464878,-58.4681474583093 -34.6345225433913,-58.4694846761801 -34.6349317150484,-58.4696333608884 -34.6349771307032,-58.470669728223 -34.6352998948046,-58.4711960855744 -34.6341199615986,-58.4700098554711 -34.6337554490468)))";;"3119";7_8_6;COMUNA 7;"8";"6";"896";"414";"482";"85,89%";"466";"466";"100,00%";"0";"0,00%";"373";"24";"6.43";"349";"93,57%";"6.43";6.430
"MULTIPOLYGON (((-58.4684847785926 -34.6332868535482,-58.4671771596192 -34.6329249952365,-58.4666824462197 -34.6340579369342,-58.467753383568 -34.6343855136215,-58.467963244181 -34.634458464878,-58.468396181735 -34.6334846811214,-58.4684847785926 -34.6332868535482)))";;"3120";7_8_7;COMUNA 7;"8";"7";"678";"297";"381";"77,95%";"390";"390";"100,00%";"0";"0,00%";"319";"33";"10.34";"286";"89,66%";"10.34";10.340
"MULTIPOLYGON (((-58.4694846761801 -34.6349317150484,-58.4681474583093 -34.6345225433913,-58.467963244181 -34.634458464878,-58.467753383568 -34.6343855136215,-58.4666824462197 -34.6340579369342,-58.4662817755938 -34.634975655408,-58.466218305593 -34.6351412260322,-58.4674919594615 -34.6355186597166,-58.4677514120469 -34.6355956235804,-58.4690224385816 -34.6359748019828,-58.4694846761801 -34.6349317150484)))";;"3121";7_8_8;COMUNA 7;"8";"8";"818";"373";"445";"83,82%";"501";"500";"99,80%";"1";"0,20%";"368";"22";"5.98";"346";"94,02%";"5.98";5.980
"MULTIPOLYGON (((-58.4612465187024 -34.6324046290448,-58.4595434475792 -34.6318923263971,-58.4590250379316 -34.6329715728737,-58.4607652757064 -34.6335055741183,-58.4608371899303 -34.6333578239037,-58.4612465187024 -34.6324046290448)))";;"3122";7_9_1;COMUNA 7;"9";"1";"667";"309";"358";"86,31%";"293";"292";"99,66%";"1";"0,34%";"259";"10";"3.86";"249";"96,14%";"3.86";3.860
"MULTIPOLYGON (((-58.4669095635261 -34.6300096263348,-58.465519871528 -34.6296516966579,-58.4649630478712 -34.6309116798928,-58.4663302680012 -34.6313240549379,-58.4668248832163 -34.6301598455142,-58.4669095635261 -34.6300096263348)))";;"3123";7_9_10;COMUNA 7;"9";"10";"692";"303";"389";"77,89%";"387";"387";"100,00%";"0";"0,00%";"307";"14";"4.56";"293";"95,44%";"4.56";4.560
"MULTIPOLYGON (((-58.4663302680012 -34.6313240549379,-58.4649630478712 -34.6309116798928,-58.4644436941105 -34.6320869386836,-58.4645950121805 -34.6321301772935,-58.4657915049836 -34.6324984748656,-58.4663302680012 -34.6313240549379)))";;"3124";7_9_11;COMUNA 7;"9";"11";"577";"257";"320";"80,31%";"292";"292";"100,00%";"0";"0,00%";"263";"26";"9.89";"237";"90,11%";"9.89";9.890
"MULTIPOLYGON (((-58.462621327894 -34.6328205668968,-58.4625270947531 -34.6327898615621,-58.4612465187024 -34.6324046290448,-58.4608371899303 -34.6333578239037,-58.4607652757064 -34.6335055741183,-58.4609258813951 -34.6335548035292,-58.4621522846553 -34.6339252498919,-58.4625880990814 -34.6328993018599,-58.462621327894 -34.6328205668968)))";;"3125";7_9_2;COMUNA 7;"9";"2";"625";"290";"335";"86,57%";"345";"344";"99,71%";"1";"0,29%";"276";"2";"0.72";"274";"99,28%";"0.72";0.720
"MULTIPOLYGON (((-58.4639412803789 -34.6332237428963,-58.4638019742357 -34.6331855035398,-58.4627805701317 -34.6328724700146,-58.462621327894 -34.6328205668968,-58.4625880990814 -34.6328993018599,-58.4621522846553 -34.6339252498919,-58.4634570860899 -34.634319346185,-58.4639412803789 -34.6332237428963)))";;"3126";7_9_3;COMUNA 7;"9";"3";"543";"225";"318";"70,75%";"276";"275";"99,64%";"1";"0,36%";"226";"1";"0.44";"225";"99,56%";"0.44";0.440
"MULTIPOLYGON (((-58.4652885958246 -34.6336314816218,-58.4640782861771 -34.633261277871,-58.4639412803789 -34.6332237428963,-58.4634570860899 -34.634319346185,-58.4642005745213 -34.6345438536871,-58.4646354566164 -34.6346751898803,-58.4648053540751 -34.6347251886986,-58.4660525814748 -34.6350920741689,-58.466218305593 -34.6351412260322,-58.4662817755938 -34.634975655408,-58.4666824462197 -34.6340579369342,-58.4652885958246 -34.6336314816218)))";;"3127";7_9_4;COMUNA 7;"9";"4";"826";"374";"452";"82,74%";"478";"478";"100,00%";"0";"0,00%";"415";"10";"2.41";"405";"97,59%";"2.41";2.410
"MULTIPOLYGON (((-58.4671771596192 -34.6329249952365,-58.4657915049836 -34.6324984748656,-58.4657311871112 -34.6326298187424,-58.4652885958246 -34.6336314816218,-58.4666824462197 -34.6340579369342,-58.4671771596192 -34.6329249952365)))";;"3128";7_9_5;COMUNA 7;"9";"5";"494";"221";"273";"80,95%";"292";"291";"99,66%";"1";"0,34%";"197";"1";"0.51";"196";"99,49%";"0.51";0.510
"MULTIPOLYGON (((-58.4644436941105 -34.6320869386836,-58.4643091608918 -34.6320485589811,-58.4631049278133 -34.6316746128767,-58.462621327894 -34.6328205668968,-58.4627805701317 -34.6328724700146,-58.4638019742357 -34.6331855035398,-58.4639412803789 -34.6332237428963,-58.4640782861771 -34.633261277871,-58.4652885958246 -34.6336314816218,-58.4657311871112 -34.6326298187424,-58.4657915049836 -34.6324984748656,-58.4645950121805 -34.6321301772935,-58.4644436941105 -34.6320869386836)))";;"3129";7_9_6;COMUNA 7;"9";"6";"893";"404";"489";"82,62%";"446";"445";"99,78%";"1";"0,22%";"356";"39";"10.96";"317";"89,04%";"10.96";10.960
"MULTIPOLYGON (((-58.4631049278133 -34.6316746128767,-58.4629710774714 -34.6316330625743,-58.4617372066929 -34.6312619904228,-58.4612465187024 -34.6324046290448,-58.4625270947531 -34.6327898615621,-58.462621327894 -34.6328205668968,-58.4631049278133 -34.6316746128767)))";;"3130";7_9_7;COMUNA 7;"9";"7";"753";"333";"420";"79,29%";"413";"412";"99,76%";"1";"0,24%";"329";"8";"2.43";"321";"97,57%";"2.43";2.430
"MULTIPOLYGON (((-58.4641120435356 -34.6292517076738,-58.4635405325935 -34.6290872003875,-58.4632425094463 -34.6290014245487,-58.4627118968538 -34.6288497305166,-58.4622937409303 -34.6299477243955,-58.4622373384925 -34.6300886443974,-58.4621846846868 -34.6302199161763,-58.4617372066929 -34.6312619904228,-58.4629710774714 -34.6316330625743,-58.4631049278133 -34.6316746128767,-58.4643091608918 -34.6320485589811,-58.4644436941105 -34.6320869386836,-58.4649630478712 -34.6309116798928,-58.4635941372765 -34.6304987261073,-58.4638424854426 -34.6299007463199,-58.4641120435356 -34.6292517076738)))";;"3131";7_9_8;COMUNA 7;"9";"8";"972";"441";"531";"83,05%";"472";"470";"99,58%";"2";"0,43%";"397";"19";"4.79";"378";"95,21%";"4.79";4.790
"MULTIPOLYGON (((-58.465519871528 -34.6296516966579,-58.4653436794389 -34.6296062765476,-58.4641120435356 -34.6292517076738,-58.4638424854426 -34.6299007463199,-58.4635941372765 -34.6304987261073,-58.4649630478712 -34.6309116798928,-58.465519871528 -34.6296516966579)))";;"3132";7_9_9;COMUNA 7;"9";"9";"685";"318";"367";"86,65%";"361";"361";"100,00%";"0";"0,00%";"298";"48";"16.11";"250";"83,89%";"16.11";16.110
"MULTIPOLYGON (((-58.4963996327114 -34.6767341698655,-58.495639897693 -34.676048021828,-58.4946184313012 -34.676811200535,-58.4947347445001 -34.6769060316144,-58.4953904443103 -34.6775069996951,-58.4961153153349 -34.6781713975644,-58.496117350949 -34.6781697873578,-58.4964057677767 -34.6784214624408,-58.4968200221722 -34.6787829406236,-58.497845956176 -34.6780077459609,-58.4974402309086 -34.6776416473688,-58.4971494741866 -34.6773792856614,-58.497130129458 -34.6773939122225,-58.4965414501877 -34.6768623028825,-58.4964588156718 -34.6767876759913,-58.4963996327114 -34.6767341698655)))";;"3133";8_1_1;COMUNA 8;"1";"1";"1147";"578";"569";"101,58%";"271";"271";"100,00%";"0";"0,00%";"331";"21";"6.34";"310";"93,66%";"6.34";6.340
"MULTIPOLYGON (((-58.4893610516446 -34.6708437863138,-58.4892807798116 -34.6711886721893,-58.4892320038188 -34.6713992517976,-58.4892020379588 -34.6715219376329,-58.4891810966315 -34.6716101135398,-58.4895684977331 -34.6718073579525,-58.4897167571333 -34.6718814820818,-58.4898688282624 -34.6716197512014,-58.4898845038886 -34.6715927751597,-58.4901129964722 -34.671213066012,-58.4901947007033 -34.6710860019756,-58.4903184131529 -34.6709129412305,-58.4902961554983 -34.6708833680173,-58.4903365413497 -34.6708283574013,-58.4904049559383 -34.6707271419886,-58.4905221890985 -34.6705539416502,-58.4905731564763 -34.6705348449906,-58.4906450633541 -34.6704275721399,-58.4906839992436 -34.6703712940977,-58.4908029362896 -34.6701985860592,-58.4908972429798 -34.6700390529665,-58.4910309000206 -34.6697912688532,-58.4911029671315 -34.6696575865221,-58.4911407174473 -34.6696260275775,-58.490568350395 -34.6691648093164,-58.4905339757601 -34.66909509698,-58.4905175987987 -34.6690619308093,-58.4902820987891 -34.6685930279895,-58.4901733033766 -34.6684985429561,-58.4900269258368 -34.6686870316565,-58.4899531483816 -34.6688064175945,-58.4898825328529 -34.6689512260022,-58.489375428315 -34.6694237451149,-58.4894953934951 -34.6695278765383,-58.4894861138515 -34.6695634429143,-58.4897311588826 -34.6697695915515,-58.4896722098642 -34.6698831287826,-58.4896416200865 -34.669917995637,-58.4895518103668 -34.6700202717155,-58.4894680506816 -34.6703819899651,-58.4894274473857 -34.6705572852514,-58.4893966331225 -34.6706906054242,-58.4893610516446 -34.6708437863138)))";;"3134";8_1_10;COMUNA 8;"1";"10";"1514";"758";"756";"100,26%";"396";"396";"100,00%";"0";"0,00%";"440";"81";"18.41";"359";"81,59%";"18.41";18.410
"MULTIPOLYGON (((-58.4898688282624 -34.6716197512014,-58.4897167571333 -34.6718814820818,-58.4903237794142 -34.6721850160578,-58.4904281466459 -34.6720219598791,-58.4909098316026 -34.6722226997529,-58.4911471788409 -34.6723196189937,-58.491708408166 -34.6725482251737,-58.4915981894966 -34.6723023293622,-58.4915121832919 -34.6720653716196,-58.4914855520823 -34.6719621357401,-58.4914682188154 -34.6718777713989,-58.4914196344287 -34.6716407343132,-58.4913979741795 -34.6713677744159,-58.4914061075591 -34.6712234728878,-58.4914386594366 -34.6709470494053,-58.4914551658329 -34.6708592966942,-58.4914816269103 -34.6707182303478,-58.4914906457948 -34.6706701987668,-58.4915864307035 -34.6703512943453,-58.4917248388983 -34.6700440701457,-58.4917943534107 -34.6699260926661,-58.4911407174473 -34.6696260275775,-58.4911029671315 -34.6696575865221,-58.4910309000206 -34.6697912688532,-58.4908972429798 -34.6700390529665,-58.4908029362896 -34.6701985860592,-58.4906839992436 -34.6703712940977,-58.4906450633541 -34.6704275721399,-58.4905731564763 -34.6705348449906,-58.4905221890985 -34.6705539416502,-58.4904049559383 -34.6707271419886,-58.4903365413497 -34.6708283574013,-58.4902961554983 -34.6708833680173,-58.4903184131529 -34.6709129412305,-58.4901947007033 -34.6710860019756,-58.4901129964722 -34.671213066012,-58.4898845038886 -34.6715927751597,-58.4898688282624 -34.6716197512014)))";;"3135";8_1_11;COMUNA 8;"1";"11";"665";"338";"327";"103,36%";"71";"71";"100,00%";"0";"0,00%";"182";"57";"31.32";"125";"68,68%";"31.32";31.320
